"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"1712",0,0,0,0,0,0,0,NA,NA,67002.7620353484
"49",50,0,0,0,0,0,1,NA,0,7822.73672032719
"1093",0,0,0,0,0,0,1,1,NA,11770.6647404374
"1300",0,0,0,0,0,0,0,NA,NA,71082.2048849951
"755",4,0,0,0,0,0,0,NA,0,42412.4280798812
"2800",0,0,15,0,0,0,1,NA,0,26861.9143607453
"672",0,0,0,0,0,0,0,NA,NA,81471.7742878095
"2830",0,0,0,0,15,0,1,0,0,7505.32515916547
"2068",0,0,0,0,0,0,0,0,NA,16154.5988761368
"1901",45,0,0,0,0,0,0,NA,0,32318.4179229772
"294",0,0,0,0,0,0,0,NA,NA,143858.687560972
"348",0,0,0,0,0,0,0,NA,NA,183086.900807436
"1894",113,0,0,0,0,0,0,NA,0,6952.14901891434
"99",0,0,0,0,0,0,0,NA,NA,24626.6653992404
"593",0,0,0,0,0,0,0,NA,NA,82400.6558870677
"1257",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"2238",0,0,0,0,0,0,1,1,NA,6669.56483716389
"1099",0,0,0,0,0,0,0,NA,NA,48854.9832284438
"1903",0,0,0,0,0,0,0,NA,NA,10684.5129305592
"1510",7,0,0,0,0,0,1,NA,0,8332.32080106236
"186",0,0,0,0,0,0,0,NA,NA,50912.8043905863
"1650",23,0,0,0,0,0,1,NA,0,6955.45012441441
"1608",0,0,10,0,0,0,0,NA,0,11448.2115095394
"2344",45,0,0,0,0,0,1,NA,NA,14311.0739457836
"878",0,0,0,5,0,0,1,NA,0,22755.8641154493
"541",0,0,0,0,0,0,0,NA,NA,14969.7165016257
"302",0,0,0,0,0,0,0,NA,NA,74936.9549790265
"2302",0,0,0,0,0,0,0,NA,NA,17621.0973232902
"764",0,0,0,0,0,0,0,NA,NA,7456.251000417
"175",30,0,0,0,0,0,0,NA,0,17348.7239417459
"1063",0,0,0,0,0,0,0,NA,NA,12921.1626056794
"1208",20,0,0,0,0,0,1,NA,0,4816.43090588554
"891",5,0,0,0,0,0,0,NA,0,17408.5573666209
"1455",0,0,0,0,0,0,0,NA,NA,17284.9529237655
"587",40,0,0,0,0,0,0,NA,0,15350.3056736609
"499",0,0,0,0,0,0,0,NA,NA,48215.5142365261
"1991",0,0,0,0,0,0,0,NA,NA,10537.2541162836
"1728",0,0,0,0,0,0,0,NA,NA,270818.13491281
"468",0,30,0,0,0,0,1,1,0,19164.8005646146
"1119",0,0,0,0,0,0,0,NA,NA,60231.0327491586
"125",0,0,0,0,0,0,0,0,NA,12952.2263662046
"2434",0,0,0,0,0,0,0,NA,NA,181077.721474368
"537",0,0,0,0,0,0,0,NA,0,8768.7745849577
"33",0,0,0,0,0,0,0,NA,NA,36508.5258863226
"299",0,0,0,0,0,0,1,NA,0,10930.4424720044
"1023",0,0,0,0,0,0,0,NA,NA,124633.351841008
"857",0,0,0,0,10,0,0,NA,0,20943.9612480748
"32",0,0,0,0,0,0,0,NA,NA,15892.2268997907
"110",0,0,0,0,0,0,0,NA,NA,39486.1803993355
"1022",0,0,0,0,0,0,0,NA,NA,231260.334491401
"976",30,0,0,0,0,0,0,NA,0,7231.64738395703
"2329",0,0,0,0,0,0,0,NA,NA,20296.203692978
"654",0,0,0,0,0,0,0,NA,NA,334493.393870968
"357",0,0,0,18,0,0,1,NA,1,14530.785319155
"699",3,0,0,0,0,0,0,NA,0,51383.1060929185
"2727",0,0,0,0,0,0,0,NA,NA,171147.500624032
"1603",0,0,0,0,0,0,0,NA,NA,46351.8057931459
"824",8,0,0,0,0,0,0,NA,0,6305.29994407327
"2814",0,0,0,0,0,0,0,NA,NA,28610.9378662354
"1236",15,0,0,0,0,0,1,NA,0,14846.7995302722
"2586",0,0,0,0,0,0,0,NA,NA,47216.6899827395
"731",0,0,90,0,0,0,1,NA,0,14937.2539858429
"725",0,0,0,0,0,0,0,NA,NA,32251.259393174
"849",30,0,0,0,0,0,1,NA,0,6194.10691295993
"934",0,0,0,0,0,0,0,NA,NA,41927.4618564858
"1837",0,0,0,0,0,0,0,NA,NA,33476.319518214
"2848",0,0,0,0,0,0,0,NA,NA,24408.2164014639
"822",0,0,0,0,0,0,0,NA,NA,24663.1534222441
"1220",0,30,0,0,0,0,1,NA,0,20180.4162302619
"854",45,0,0,0,0,0,0,NA,0,12262.700352278
"250",0,0,0,0,0,0,0,NA,NA,66204.5253255822
"279",248,0,0,0,0,0,0,NA,0,44722.4717931339
"1659",113,0,0,0,0,0,0,NA,0,26612.6676199004
"1310",0,0,68,0,0,0,1,NA,0,28652.0570019408
"1070",0,0,0,0,0,5,0,NA,0,19881.1657315169
"1605",0,0,0,0,0,0,0,NA,1,10943.5479748915
"2067",68,0,0,0,0,0,0,NA,0,78820.8367992691
"2717",0,0,0,0,0,0,0,NA,NA,16815.2680799754
"2427",0,0,0,0,0,0,0,NA,NA,57170.1747042726
"2272",0,0,0,0,0,0,0,NA,NA,135097.769006218
"1102",0,0,0,0,0,0,0,NA,NA,60956.1963471519
"2819",0,0,0,0,0,0,0,NA,NA,23395.6402300034
"1517",0,0,0,0,0,0,0,NA,NA,203242.214678184
"533",0,0,0,0,0,0,0,NA,NA,19800.6997830245
"1098",10,0,0,0,0,0,1,1,0,13589.7704470299
"376",0,0,0,0,0,0,0,NA,NA,12180.636283927
"853",0,0,0,0,0,0,0,NA,NA,21904.1223717593
"1425",0,0,0,0,0,0,0,NA,NA,110705.858789945
"1011",0,0,0,0,0,0,0,NA,NA,117762.093968773
"207",0,0,0,0,0,0,0,NA,NA,57824.6484632473
"825",0,0,0,0,8,0,0,NA,0,11473.6478835334
"272",0,0,0,0,0,0,0,0,NA,74190.5031401989
"2725",0,0,0,0,0,0,0,NA,NA,31855.9959727556
"505",0,0,0,0,0,0,0,NA,0,15099.4682341423
"2821",0,0,0,0,0,0,0,NA,NA,197239.420712327
"1778",0,0,0,2,0,0,0,NA,0,4644.97683425707
"1266",0,0,0,0,0,0,0,NA,NA,32766.6276512914
"2558",0,0,0,0,0,0,0,NA,NA,57651.7003186983
"2138",0,0,0,0,0,0,0,NA,NA,24929.5765702537
"1475",0,0,0,0,0,0,0,NA,NA,12953.0641668609
"2454",0,0,0,0,5,0,0,NA,0,8718.24255278713
"277",0,0,0,0,0,0,1,1,NA,70644.3821350419
"1205",0,0,0,0,0,0,0,NA,NA,34403.6614217841
"1575",0,0,0,0,0,0,0,NA,NA,16431.0478257157
"1019",0,0,0,0,0,0,0,NA,NA,115586.354931649
"254",0,0,0,0,0,0,0,NA,NA,39295.8600412964
"1939",0,0,0,0,0,0,0,NA,NA,19969.8257887825
"467",0,0,0,0,5,0,0,1,0,7556.38668740581
"1240",0,0,0,0,0,0,0,NA,NA,25717.1673565552
"2734",0,0,0,0,0,0,0,NA,NA,231874.140974877
"1107",0,0,0,0,0,0,0,NA,NA,81512.6173694805
"1932",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"394",0,0,0,0,0,0,0,NA,NA,92726.3897735807
"148",0,0,0,2,0,0,1,0,0,8856.97100134826
"2117",0,0,0,16,0,0,1,NA,0,19924.6103842955
"751",0,40,0,0,0,0,1,NA,0,18844.6872969326
"2517",0,0,0,0,0,0,0,NA,NA,104913.516755997
"1346",0,0,0,0,0,0,0,NA,NA,39316.9534334254
"986",0,0,0,0,0,0,1,0,0,27636.6394418418
"2433",0,0,0,0,0,0,0,NA,NA,99117.4074213999
"2643",0,0,0,0,0,0,0,NA,NA,100608.773404541
"2180",0,0,0,0,0,0,1,NA,0,31697.71482993
"1736",0,0,0,0,0,0,0,NA,NA,25579.0394602884
"2183",0,0,0,0,0,0,0,NA,NA,27165.5990809287
"1538",0,0,0,0,0,0,0,NA,NA,37330.7544980057
"604",0,0,0,0,0,0,0,0,NA,18375.1119956862
"675",40,0,0,0,0,0,1,NA,0,9921.61452430036
"2172",0,90,0,0,0,0,1,NA,0,59805.2966976888
"1836",0,0,0,0,0,0,0,NA,NA,60247.543435151
"999",0,0,0,0,0,0,0,NA,NA,17378.9522790571
"738",0,0,0,0,0,0,0,0,NA,25067.3177899129
"1444",0,0,0,0,0,0,0,0,NA,47337.530802796
"950",0,0,0,0,3,0,1,NA,0,16620.4107755927
"2450",0,0,0,0,0,0,0,NA,NA,18250.2961269834
"2501",45,0,0,0,0,0,0,NA,0,8308.33571834665
"1557",0,0,0,0,0,0,0,NA,NA,99095.3272916476
"1641",15,0,0,0,0,0,1,0,0,14137.6295579719
"26",0,0,0,0,19,0,1,1,0,21567.3658406692
"1742",0,0,0,0,3,0,0,NA,0,34255.5304000935
"669",0,0,0,0,0,7,1,NA,0,32223.0324723161
"435",0,0,0,0,0,0,0,NA,NA,60279.277027729
"1182",0,0,0,0,0,0,0,NA,NA,7456.251000417
"571",0,0,0,0,0,0,0,NA,NA,57538.3141497558
"2757",0,0,0,0,0,0,1,1,NA,18487.0034827644
"2175",0,0,0,0,0,0,0,NA,NA,17378.9522790571
"117",0,0,60,0,0,0,1,NA,1,6725.87881654556
"2009",0,0,0,0,0,0,0,NA,NA,84117.1714297185
"1681",0,0,0,0,0,0,0,NA,NA,28476.9279247697
"399",0,0,0,0,0,0,0,NA,0,24617.3334684487
"2469",0,0,0,0,0,0,0,NA,NA,37515.9945564503
"905",0,0,0,0,0,0,0,NA,NA,54767.9959814321
"2188",0,0,0,0,0,0,0,NA,NA,110705.858789945
"2783",0,0,0,0,0,0,0,NA,NA,15099.4682341423
"1565",10,0,0,0,0,0,0,NA,0,63441.4725140471
"1701",0,0,0,0,0,0,0,NA,NA,55828.5463304562
"830",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2448",0,0,0,0,0,0,0,NA,NA,9471.12002997913
"1033",0,0,0,0,0,0,0,NA,NA,246897.275997547
"2707",0,0,0,0,0,0,0,NA,NA,12617.9853319098
"1262",0,0,0,0,0,90,1,1,0,12644.6565727503
"1412",115,0,0,0,0,0,1,NA,0,13513.8510576318
"1891",0,0,0,0,0,0,0,NA,NA,12921.1626056794
"2069",5,0,0,0,0,0,0,NA,0,7964.33097237048
"308",0,0,0,0,0,0,0,NA,NA,16485.2512346065
"1094",0,30,0,0,0,0,1,NA,NA,30022.6378312415
"373",0,0,0,0,0,0,0,NA,NA,23402.1105567666
"2124",0,0,0,0,0,0,0,NA,NA,67619.1336742973
"2764",20,0,0,0,0,0,0,NA,0,56305.4319648913
"2001",0,0,0,0,0,0,0,0,NA,3891.05769884658
"1021",15,0,0,0,0,0,1,NA,0,9375.50600704494
"2140",0,0,0,0,0,0,1,1,NA,9606.77856654345
"359",0,0,0,0,0,0,0,NA,NA,18822.2222668441
"1935",0,0,0,0,0,9,0,NA,0,5937.78687140833
"2605",0,0,0,0,0,0,0,NA,NA,27618.3937922996
"118",0,0,5,0,0,0,1,NA,0,12320.6986279955
"2156",10,0,0,0,0,0,1,0,0,16420.6158948596
"1043",0,0,0,0,0,0,0,NA,NA,41213.7385241285
"1177",0,0,0,0,0,0,0,0,NA,15502.503306262
"2201",0,0,0,0,0,0,0,NA,NA,51495.5222683738
"2370",0,0,0,0,5,0,1,NA,0,22765.9391043971
"896",0,0,0,0,0,0,0,NA,NA,32251.259393174
"2585",158,0,0,0,0,0,1,NA,1,17621.0973232902
"225",0,0,0,0,0,0,0,NA,NA,22446.2829183509
"2126",65,0,0,0,0,0,0,NA,1,11568.5587001765
"917",10,0,0,0,0,0,1,NA,0,11098.7576207179
"1666",0,0,0,0,0,45,1,NA,0,6298.80175138192
"1588",45,0,0,0,0,0,1,0,0,19170.6672829435
"2340",0,0,0,0,0,0,0,NA,NA,27938.5857335463
"2108",0,0,0,0,0,0,0,NA,0,12710.0556685371
"662",0,0,5,0,0,0,0,NA,0,28234.0512047046
"414",15,0,0,0,0,0,0,NA,0,7207.79723773527
"2823",0,0,225,0,0,0,0,NA,0,37388.3969325918
"2218",0,0,0,0,0,0,0,NA,NA,7594.2121080529
"1940",0,0,0,0,0,0,0,NA,NA,10416.1998012423
"516",10,0,0,0,0,0,0,0,0,9535.5455958721
"345",0,0,0,0,261,0,0,NA,0,8624.37778345928
"111",30,0,0,0,0,0,1,1,0,9923.10650954326
"200",0,0,0,0,0,0,0,NA,NA,184501.545676194
"142",30,0,0,0,0,0,1,NA,0,8219.4246978862
"2401",0,0,0,25,0,0,0,NA,0,13621.7557747981
"937",0,0,0,0,3,0,0,0,NA,3211.34231560171
"1684",0,0,0,0,0,0,1,NA,0,24782.6728285424
"223",0,135,0,0,0,0,1,NA,0,10302.0702266881
"599",0,0,0,0,0,0,0,NA,NA,108367.389443522
"866",0,0,0,0,0,0,0,NA,NA,265510.562966697
"1629",0,0,0,0,0,0,0,NA,NA,91399.2455376708
"2451",0,0,30,0,0,0,1,NA,0,23640.6120481239
"663",0,0,40,0,0,0,0,NA,0,14276.2121744338
"158",0,0,0,0,0,0,0,0,NA,5759.86981295425
"1567",0,40,0,0,0,0,0,NA,0,41670.6092097436
"1311",113,0,0,0,0,0,1,NA,1,9422.36058905832
"922",0,0,0,0,0,0,0,NA,NA,63663.3116168014
"2185",90,0,0,0,0,0,0,NA,0,21506.0309500599
"895",0,0,0,0,0,0,0,NA,NA,11562.2955867601
"1389",0,0,0,0,0,0,0,NA,NA,6915.25167613814
"2614",68,0,0,0,0,0,0,NA,0,9581.24351743373
"1974",0,0,0,0,0,0,0,NA,NA,32196.3531925074
"1490",0,0,0,0,0,0,0,NA,NA,109828.547616701
"301",0,0,0,0,0,0,0,0,NA,16411.3198785283
"501",0,0,0,0,0,2,1,1,0,10831.4584891845
"1688",0,0,0,4,0,0,1,0,0,41425.8265235162
"907",45,0,0,0,0,0,0,1,NA,9723.51446792321
"1255",5,0,0,0,0,0,0,NA,0,24663.1534222441
"2511",0,0,0,0,68,0,1,NA,0,13146.1921952985
"145",0,0,0,0,0,0,1,1,0,17237.0782283761
"1795",0,0,0,225,0,0,0,NA,0,11131.553704147
"1905",0,0,0,0,0,0,0,NA,NA,108548.165045291
"1844",10,0,0,0,0,0,0,NA,0,11638.7838231906
"231",113,0,0,0,0,0,1,NA,0,9047.4394297413
"797",0,0,0,0,0,20,0,NA,0,47135.8152917496
"410",23,0,0,0,0,0,0,NA,0,10916.987824325
"2849",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"1467",0,80,0,0,0,0,1,NA,0,13269.6585108196
"439",5,0,0,0,0,0,0,NA,0,15771.1835905154
"2453",6,0,0,0,0,0,0,NA,0,7460.09054646327
"747",0,0,0,0,0,5,0,NA,0,21180.3319516894
"123",0,0,0,0,0,0,0,NA,NA,100874.374910205
"1777",15,0,0,0,0,0,0,0,1,29386.6115596078
"1188",0,0,0,0,0,0,0,NA,NA,95406.4711902024
"1459",0,60,0,0,0,0,1,NA,0,37022.8020729707
"243",0,0,0,0,0,0,0,0,NA,9173.19700543862
"1391",NA,0,0,0,0,0,0,NA,0,18518.9897006938
"1077",3,0,0,0,0,0,0,NA,0,8394.99389091715
"2486",0,0,45,0,0,0,0,NA,0,99169.3762724205
"2791",10,0,0,0,0,0,0,NA,0,8334.65817328197
"932",0,0,0,NA,0,0,1,0,0,6697.81256472284
"568",0,0,0,0,0,0,0,NA,NA,36831.9140687082
"1132",0,45,0,0,0,0,0,NA,0,21371.6742304083
"2648",0,0,0,0,0,0,0,NA,NA,84133.0479801138
"1874",0,0,0,0,0,0,0,NA,NA,12325.9167894237
"1288",0,0,0,0,0,0,0,NA,NA,194760.593606126
"553",0,0,0,0,0,0,0,NA,NA,68583.2295761783
"2481",0,0,0,0,0,0,0,NA,NA,55520.5148115247
"2465",5,0,0,0,0,0,0,NA,0,12886.3622679182
"958",0,0,0,4,0,0,1,NA,1,31630.0475676199
"443",15,0,0,0,0,0,1,1,0,8975.39363635501
"1690",30,0,0,0,0,0,0,0,1,11065.7829113286
"2598",0,0,0,0,0,0,0,NA,NA,9590.95160366833
"404",0,0,0,0,0,0,0,NA,NA,18252.8056614884
"1215",45,0,0,0,0,0,0,NA,0,7132.18629132531
"2572",0,0,0,0,0,0,0,0,NA,11214.8074693972
"1962",2,0,0,0,0,0,1,0,0,26118.7860643978
"1270",0,0,0,0,0,0,0,NA,NA,51826.5895167001
"2653",135,0,0,0,0,0,0,NA,1,13139.4874327953
"2751",0,0,0,0,0,0,0,NA,NA,41093.602994997
"2144",70,0,0,0,0,0,0,1,0,30167.155972847
"1169",25,0,0,0,0,0,0,NA,0,6603.6060326581
"1128",0,0,0,0,0,0,1,NA,0,8565.08374510151
"697",0,0,0,5,0,0,0,NA,0,48925.5790312563
"2226",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1256",0,0,0,0,0,0,0,NA,NA,130784.404304603
"2039",0,0,0,0,0,0,0,NA,NA,23631.42045006
"2765",0,0,0,0,0,0,0,NA,NA,39160.2189053169
"799",0,0,0,0,0,0,0,NA,NA,24954.8944627541
"581",0,0,0,0,0,0,0,NA,NA,45803.1371376308
"2634",113,0,0,0,0,0,0,NA,1,9603.45859534736
"8",0,0,0,0,0,0,0,NA,NA,7211.238975409
"309",90,0,0,0,0,0,0,NA,0,15603.5792456775
"1959",5,0,0,0,0,0,0,NA,0,15029.5915418904
"431",0,0,0,0,0,0,0,NA,NA,89371.3727739376
"2429",0,0,0,0,0,0,0,NA,NA,11926.6963628654
"335",0,0,0,0,10,0,1,0,0,12252.3406199815
"2074",0,0,0,0,0,0,0,NA,NA,51399.0123635408
"441",10,0,0,0,0,0,0,NA,0,9476.94932929168
"438",0,0,0,0,30,0,1,NA,0,17557.4932991448
"1265",0,68,0,0,0,0,0,0,0,36938.1431497604
"2829",113,0,0,0,0,0,1,0,NA,10537.6689870764
"856",0,0,0,0,0,0,0,NA,NA,8351.00069199153
"2788",4,0,0,0,0,0,0,NA,0,14589.0592951685
"2283",5,0,0,0,0,0,1,0,0,28278.5718850321
"766",0,0,0,25,0,0,0,NA,0,7135.58643539125
"2073",0,0,0,0,0,0,0,NA,NA,29060.7042876201
"2240",0,0,0,0,0,0,0,NA,NA,7456.251000417
"500",0,0,0,0,0,0,0,NA,NA,188527.744494051
"346",8,0,0,0,0,0,1,0,0,5306.52843078824
"1762",0,0,0,0,0,0,0,NA,NA,183063.24465372
"966",35,0,0,0,0,0,0,NA,1,56203.9789368017
"2019",0,0,0,0,0,0,0,NA,NA,73633.1421401523
"2635",0,0,0,0,0,0,0,NA,NA,48276.0635223407
"1884",0,0,0,0,0,0,0,NA,NA,168572.545527358
"912",0,0,0,0,0,0,0,NA,NA,8070.41024172565
"2415",NA,0,0,0,0,0,0,NA,0,13818.5657626225
"2082",0,0,0,0,0,0,0,NA,NA,14678.5812122906
"598",0,0,0,0,0,16,1,1,0,7460.09054646327
"835",0,0,0,0,10,0,0,NA,0,8254.73516797646
"602",45,0,0,0,0,0,1,1,0,105985.438919694
"2378",0,0,0,0,0,0,0,NA,NA,32904.6346886872
"315",60,0,0,0,0,0,0,NA,0,10060.9505769556
"507",20,0,0,0,0,0,0,NA,0,12291.3271605139
"2007",0,0,0,0,0,0,0,NA,NA,33010.5217497961
"1692",113,0,0,0,0,0,1,NA,0,11926.6963628654
"924",8,0,0,0,0,0,1,0,0,12782.441283811
"1447",0,0,0,0,0,0,0,NA,NA,28696.5973620406
"1892",0,0,0,0,0,0,0,NA,NA,57824.6484632473
"1137",0,0,0,0,0,0,0,NA,NA,10421.4064822768
"2724",0,0,0,0,0,0,0,NA,NA,18822.2222668441
"2120",0,0,0,0,0,0,0,NA,NA,8219.4246978862
"1159",225,0,0,0,0,0,0,NA,0,4041.71008114653
"894",0,0,20,0,0,0,0,NA,0,18027.2727329627
"2642",0,0,0,0,0,0,0,NA,NA,108367.389443522
"39",0,0,0,0,0,0,0,NA,NA,14001.8921618906
"1448",0,0,0,0,0,0,0,NA,NA,32515.6191722016
"2021",0,0,0,0,5,0,0,NA,1,56188.0551347987
"733",20,0,0,0,0,0,1,NA,0,15583.8260428996
"2107",0,0,0,0,0,0,0,NA,NA,180885.780264931
"744",55,0,0,0,0,0,1,NA,1,8308.33571834665
"1915",55,0,0,0,0,0,1,1,NA,17231.6176206453
"124",10,0,0,0,0,0,1,NA,0,12252.3406199815
"260",0,0,0,0,0,0,0,NA,NA,107061.851028891
"1831",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"63",0,0,0,0,0,0,0,NA,NA,133252.258738701
"75",0,0,0,0,0,0,0,0,NA,8979.7076957736
"1127",0,0,0,0,0,0,0,NA,NA,40673.8021438548
"1322",0,60,0,0,0,0,1,NA,1,14634.2623756199
"861",0,0,0,0,0,0,0,NA,NA,52113.8252775926
"607",45,0,0,0,0,0,0,NA,0,20884.9450919346
"2255",0,0,0,0,0,0,0,NA,NA,146741.994607579
"676",0,40,0,0,0,0,1,NA,0,14558.2169757061
"1225",0,0,0,0,10,0,1,0,0,10025.5222336332
"1085",0,0,0,0,10,0,0,NA,0,17143.6449885149
"2168",0,0,0,0,0,0,0,NA,NA,22604.1084885307
"2544",0,0,0,0,0,0,0,NA,NA,57474.0280367894
"1075",0,0,0,0,0,0,1,1,NA,9772.12772285885
"403",0,0,0,0,0,0,0,NA,NA,83089.8259114145
"947",0,0,0,0,0,0,0,0,NA,14142.305733025
"72",14,0,0,0,0,0,0,NA,0,11568.5587001765
"1088",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"2216",0,0,0,0,0,0,1,1,NA,9427.02055879817
"1782",35,0,0,0,0,0,1,NA,0,10917.0339935188
"2317",0,0,0,0,0,0,0,NA,NA,102039.81066578
"2540",0,0,0,0,0,0,0,NA,NA,147277.155590287
"1056",10,0,0,0,0,0,0,NA,0,20470.9625706633
"1178",0,0,0,0,0,10,0,NA,0,13313.1387116829
"1464",45,0,0,0,0,0,0,NA,0,3443.13957299879
"212",0,0,0,0,0,6,1,NA,0,16261.6276312817
"2148",0,0,0,0,0,0,0,NA,NA,5760.127052792
"1196",0,0,0,0,0,0,0,NA,NA,56301.0730869871
"433",0,0,0,0,0,0,0,NA,NA,64430.4619242653
"926",0,0,0,0,0,0,0,NA,NA,24231.1412607864
"1921",180,0,0,0,0,0,1,1,0,44341.2135709444
"1889",0,0,0,0,0,0,0,NA,NA,13371.0368171364
"2141",40,0,0,0,0,0,0,NA,0,12987.2140128543
"913",0,0,0,0,0,0,0,NA,NA,12414.7459770359
"2127",0,0,0,0,45,0,0,NA,0,7231.64738395703
"585",30,0,0,0,0,0,0,NA,0,13818.5657626225
"215",0,0,0,0,0,0,0,NA,NA,208767.299796309
"143",0,0,0,0,0,0,0,NA,NA,14237.1903451381
"1783",0,0,0,0,0,0,0,NA,NA,125058.239539281
"2223",0,0,0,0,5,0,1,NA,0,17116.0386309579
"1968",0,0,0,0,0,0,0,NA,0,61901.4510204891
"608",0,0,0,0,0,0,0,NA,NA,102280.334704666
"2515",0,0,0,0,4,0,0,NA,0,5998.78685426614
"655",2,0,0,0,0,0,1,NA,0,47106.771389317
"1639",0,261,0,0,0,0,0,NA,0,10453.7196377335
"1944",15,0,0,0,0,0,1,NA,0,72710.9236921613
"194",0,0,0,0,0,0,0,NA,NA,102096.724274576
"1272",0,0,0,0,0,0,0,NA,NA,41432.2616648355
"1040",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"2232",0,0,0,0,15,0,0,NA,0,10054.2562408019
"1190",0,0,0,0,0,0,0,NA,NA,326748.921935368
"2286",0,0,0,0,0,0,0,NA,NA,11920.6620766125
"2219",0,0,0,0,0,0,0,NA,NA,257091.816800892
"2817",10,0,0,0,0,0,0,NA,0,6012.45833419165
"708",0,0,0,0,0,0,0,0,NA,6646.81599107184
"2227",0,0,0,0,0,0,0,NA,NA,334493.393870968
"238",0,0,0,0,0,0,0,NA,0,18301.6804818136
"157",90,0,0,0,0,0,0,NA,NA,14813.890733422
"684",0,0,0,0,0,0,0,0,NA,16349.5607305178
"427",9,0,0,0,0,0,1,1,0,10542.6637615822
"274",0,0,0,0,0,0,0,0,NA,17034.8681991068
"60",0,0,0,0,0,0,1,1,NA,17320.4858191767
"1436",0,0,0,0,0,0,0,NA,NA,49080.4543645843
"2036",1,0,0,0,0,0,0,0,0,8351.00069199153
"786",15,0,0,0,0,0,1,NA,0,19170.6672829435
"2361",30,0,0,0,0,0,1,NA,0,55520.5148115247
"2234",0,0,0,0,0,0,0,NA,NA,185768.852868783
"2581",0,0,0,0,0,0,0,NA,NA,126011.324804708
"1384",0,0,0,0,0,0,0,NA,NA,24112.4312759462
"827",0,0,0,36,0,0,1,NA,1,9370.53259736188
"2368",0,0,0,0,0,0,0,NA,NA,110645.515927415
"1397",0,30,0,0,0,0,1,NA,0,18822.2222668441
"269",30,0,0,0,0,0,1,NA,0,11473.6478835334
"728",0,0,0,0,0,0,0,NA,NA,38451.1451323791
"1862",1,0,0,0,0,0,0,NA,0,30168.7404675067
"1481",0,0,0,0,0,0,0,NA,NA,100874.374910205
"792",0,0,0,0,0,0,1,NA,0,15346.0563652886
"1405",0,0,0,0,0,0,0,NA,NA,334493.393870968
"1221",0,0,0,0,0,0,0,NA,NA,180354.63485967
"2279",0,0,0,0,0,0,0,NA,NA,39316.9534334254
"897",0,0,0,0,0,0,0,NA,NA,93344.1321392375
"425",0,0,0,0,0,0,0,NA,NA,57201.1007630848
"1299",0,0,0,0,0,0,0,0,NA,19886.2996894071
"2374",0,0,45,0,0,0,1,NA,0,23401.8199665181
"2118",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"2330",0,0,0,0,0,0,0,0,NA,16263.9823131638
"650",0,0,0,0,0,0,0,NA,NA,41093.602994997
"1268",0,0,0,0,0,0,1,NA,1,18622.0164120329
"1980",15,0,0,0,0,0,0,NA,0,9398.76926319764
"2116",0,0,0,0,0,0,0,NA,NA,67002.7620353484
"2270",15,0,0,0,0,0,1,1,0,10084.0052457429
"2606",0,0,0,0,0,0,1,0,0,12021.0200762086
"746",0,0,0,0,0,0,0,NA,NA,20476.7247359572
"1276",0,0,0,0,0,6,0,NA,0,22173.3573025524
"1691",0,0,0,0,0,0,0,NA,NA,71309.1002968774
"1963",0,0,0,0,0,0,0,NA,NA,59386.2470640456
"732",4,0,0,0,0,0,1,NA,0,17209.6696175587
"137",0,0,0,0,0,0,0,NA,NA,46485.1506050848
"1417",0,0,0,0,0,0,0,0,NA,5910.07338553927
"1731",0,0,0,0,0,0,0,NA,NA,23047.6675705291
"2490",0,23,0,0,0,0,1,NA,0,8755.11303735085
"71",25,0,0,0,0,0,1,0,0,16345.0165321041
"2527",35,0,0,0,0,0,1,NA,0,13420.3485148764
"1847",50,0,0,0,0,0,0,NA,1,7071.41963710748
"1887",0,0,0,0,0,0,0,0,NA,45706.4982385683
"1727",0,0,0,0,0,0,0,NA,NA,152606.581543715
"1194",0,0,0,0,0,0,0,NA,NA,89371.3727739376
"2034",0,0,0,0,0,0,0,NA,NA,54688.8564894257
"2291",0,0,0,0,0,0,0,NA,NA,92278.9476187194
"1173",45,0,0,0,0,0,1,0,0,19493.2486525353
"583",0,0,0,0,0,10,1,NA,0,7524.38503827558
"488",24,0,0,0,0,0,0,NA,0,5449.12584806416
"201",0,0,0,0,0,0,0,NA,NA,128712.614499149
"1313",35,0,0,0,0,0,1,NA,0,12302.6805576344
"700",20,0,0,0,0,0,0,NA,0,38894.0938123194
"239",0,0,0,0,10,0,1,NA,0,13267.5450276278
"876",135,0,0,0,0,0,0,NA,0,6880.86482738606
"2601",0,0,0,0,0,0,0,NA,NA,51852.8330368641
"153",0,0,0,0,0,0,0,NA,NA,91374.7750329034
"160",0,0,0,0,0,0,1,1,NA,18518.9897006938
"70",0,0,0,0,0,0,0,NA,NA,122504.537966104
"809",25,0,0,0,0,0,0,NA,0,11399.117661616
"874",0,0,0,0,0,0,0,NA,NA,241052.939749886
