"","length_own","length_matdis","length_bond","length_illchild","length_illparent","length_illspouse","resp_len","unaffordable","recStatePay","weight"
"173",0,0,0,0,0,0,0,NA,NA,25613.0147029673
"2826",0,0,0,0,0,0,0,NA,NA,8948.48438376505
"210",0,0,25,0,0,0,0,NA,0,12037.8160468344
"2761",40,0,0,0,0,0,0,NA,NA,18151.027154021
"2678",5,0,0,0,0,0,0,NA,0,38709.5773781144
"1953",0,0,0,0,0,0,1,1,NA,32368.9104219791
"805",0,0,0,0,0,0,0,NA,NA,5506.33588786926
"719",0,0,0,0,0,0,0,NA,NA,19875.1903390423
"2446",0,0,0,0,4,0,1,1,0,11602.3674768742
"600",0,0,0,0,0,0,0,NA,NA,334493.393870968
"2265",0,0,0,0,0,0,1,1,NA,22483.7695219769
"104",30,0,0,0,0,0,0,NA,0,8620.15910503347
"497",0,0,0,0,0,10,0,NA,0,5650.51137940683
"2311",0,0,0,0,0,0,0,NA,NA,99251.1638925316
"1136",0,0,0,0,0,0,0,NA,NA,85456.9382921781
"2816",0,0,0,0,0,0,0,0,NA,10879.5607575657
"156",68,0,0,0,0,0,1,NA,0,8979.7076957736
"285",90,0,0,0,0,0,0,NA,0,14124.5225105657
"2722",0,0,0,0,0,0,0,NA,NA,28626.1534789774
"2502",5,0,0,0,0,0,0,0,0,21742.7182606554
"1477",0,0,0,0,0,0,0,NA,NA,23737.2199008147
"196",30,0,0,0,0,0,0,NA,0,12291.3271605139
"1964",30,0,0,0,0,0,0,NA,0,21567.3658406692
"982",19,0,0,0,0,0,1,NA,0,24663.1534222441
"649",55,0,0,0,0,0,0,NA,0,8739.27977688882
"384",30,0,0,0,0,0,0,0,0,20959.176897308
"2109",15,0,0,0,0,0,0,NA,0,14285.6699767864
"2641",0,0,0,0,0,20,1,0,0,9411.52228965812
"2763",0,0,0,0,0,0,0,NA,NA,96811.436324126
"1478",0,0,30,0,0,0,0,NA,NA,29861.0693203331
"2027",90,0,0,0,0,0,0,NA,0,18891.573969838
"95",0,0,0,0,0,0,1,1,NA,20935.8620788152
"1512",0,0,0,0,0,0,0,NA,NA,88070.6244945598
"2758",0,0,0,0,0,0,0,NA,NA,43712.4198214136
"2716",45,0,0,0,0,0,0,NA,0,18151.027154021
"2730",0,0,0,0,0,0,0,NA,NA,155749.373418447
"1117",0,0,0,0,0,0,0,NA,NA,62793.7447758486
"921",0,0,0,0,0,0,0,NA,NA,107061.851028891
"550",0,0,0,0,0,0,0,NA,NA,166479.241409657
"1900",0,0,0,0,0,0,0,NA,NA,130504.636319856
"2085",45,0,0,0,0,0,0,NA,0,22232.9449410531
"1047",0,0,0,0,0,0,0,NA,NA,229113.057811756
"2057",0,0,0,0,0,0,0,NA,NA,65057.1643596348
"1872",0,0,0,0,0,1,0,NA,0,11926.6963628654
"1237",0,0,0,0,0,3,0,NA,0,12634.8111018209
"2721",5,0,0,0,0,0,0,NA,0,15766.3227161521
"1794",0,0,0,0,0,0,0,NA,NA,25579.0394602884
"131",0,0,0,0,0,0,0,NA,NA,12679.7251362158
"1904",0,0,0,0,0,0,0,0,NA,24938.406451112
"1955",55,0,0,0,0,0,0,NA,1,11692.8494282231
"1997",15,0,0,0,0,0,1,NA,0,12173.4370504856
"1897",10,0,0,0,0,0,0,NA,0,6486.21779256967
"2029",15,0,0,0,0,0,0,NA,0,18463.363061784
"914",0,0,0,0,0,0,0,NA,NA,93989.8136584505
"2752",0,0,0,0,0,23,1,NA,0,13621.7557747981
"1781",0,0,0,0,0,0,0,NA,NA,51675.2306498757
"2045",2,0,0,0,0,0,1,NA,0,44798.8072805567
"2394",0,0,0,0,0,0,0,NA,NA,64085.7179463615
"1533",0,0,0,0,0,0,0,NA,NA,12959.6663778611
"1432",0,0,0,0,0,0,0,NA,NA,70521.62090499
"2295",0,10,0,0,0,0,1,1,0,41899.6271079199
"636",0,0,0,0,0,0,0,0,NA,11466.4533787356
"1320",45,0,0,0,0,0,0,NA,0,7476.56301642918
"890",0,0,0,10,0,0,0,NA,0,6114.96530537944
"486",15,0,0,0,0,0,1,NA,0,12173.4370504856
"798",0,0,0,0,0,0,0,0,NA,10633.7814449568
"1403",1,0,0,0,0,0,0,NA,0,29761.5461709393
"1209",0,0,0,0,0,0,0,NA,NA,79961.9518174294
"318",0,0,0,0,0,0,1,1,NA,22604.1084885307
"2362",0,0,0,0,0,0,0,NA,NA,17284.9529237655
"2030",0,30,0,0,0,0,0,NA,0,8490.97883222431
"1987",0,0,0,0,0,0,0,NA,0,9590.95160366833
"2669",3,0,0,0,0,0,0,NA,0,17557.4932991448
"1756",0,0,0,0,0,0,0,NA,NA,91824.0163655427
"1042",0,0,0,0,0,0,0,NA,NA,58111.8165438697
"995",0,0,0,0,0,0,0,NA,NA,87446.5451510462
"1960",0,0,261,0,0,0,1,NA,0,102862.991399993
"191",0,0,0,0,0,0,0,NA,NA,48793.6932495298
"2365",0,0,0,0,0,0,0,NA,NA,11986.8866420361
"2479",NA,0,0,0,0,0,1,0,0,27014.5477937412
"2391",4,0,0,0,0,0,1,NA,0,24701.3448759075
"2269",0,0,0,0,0,0,0,NA,NA,157125.357964578
"1250",0,0,0,0,0,0,0,0,NA,10506.8262172557
"1508",0,0,0,0,0,0,0,NA,NA,30771.3228968197
"1342",0,0,0,0,0,0,0,NA,NA,35997.4404476126
"482",0,0,0,0,0,0,0,NA,NA,10340.6601835223
"821",25,0,0,0,0,0,0,NA,0,14210.710542289
"2836",0,0,0,0,0,0,0,NA,NA,161985.415908713
"2387",0,0,0,0,0,0,1,1,NA,14168.5896213084
"1071",0,0,0,0,0,0,0,NA,NA,134287.033477627
"491",0,0,0,0,0,3,0,NA,0,10084.0052457429
"707",0,0,0,0,0,0,0,NA,NA,280217.857250495
"453",0,0,0,0,0,15,1,NA,0,41362.2888429584
"1189",0,0,0,5,0,0,0,NA,0,39112.8231092287
"2256",0,0,68,0,0,0,1,NA,0,16340.5800548416
"1254",20,0,0,0,0,0,1,NA,0,36586.874991223
"1474",0,0,0,0,0,0,1,NA,0,65916.915860615
"2264",0,0,0,0,0,0,0,NA,NA,87348.4111979736
"1954",0,0,0,0,0,0,0,NA,NA,43789.8669192024
"800",0,0,0,20,0,0,1,0,0,8743.56398363744
"1936",0,0,0,0,0,0,0,NA,NA,14887.2511478197
"2187",0,0,0,0,0,0,0,NA,NA,51482.5376096483
"312",0,0,0,0,0,0,0,NA,NA,17639.0471743786
"972",0,0,0,0,0,0,0,NA,NA,196655.445285439
"2076",90,0,0,0,0,0,1,NA,0,39874.5452904751
"664",68,0,0,0,0,0,0,NA,0,14286.6008664046
"2151",0,0,0,0,0,0,0,NA,NA,14977.4280737732
"2835",0,0,0,0,0,0,0,NA,NA,99251.1638925316
"1057",0,0,0,0,0,0,0,NA,NA,10084.0052457429
"609",0,0,0,0,0,0,0,NA,NA,59069.8542527561
"1427",0,0,0,0,0,0,0,NA,NA,11698.7583946593
"965",0,0,0,0,0,0,0,0,NA,9427.02055879817
"430",261,0,0,0,0,0,0,NA,0,4758.15880803463
"169",0,70,0,0,0,0,1,NA,1,143139.411586866
"1819",0,90,0,0,0,0,1,NA,0,19224.1790961012
"2133",60,0,0,0,0,0,1,NA,0,9366.98659111605
"2574",5,0,0,0,0,0,1,NA,0,11473.6478835334
"130",3,0,0,0,0,0,1,NA,0,10568.5057549408
"2075",0,0,10,0,0,0,0,NA,0,9590.95160366833
"67",40,0,0,0,0,0,0,NA,0,20824.7946317455
"149",0,0,0,0,0,0,0,NA,NA,6809.20487891372
"2432",0,0,0,0,0,0,1,NA,0,7964.33097237048
"2244",0,0,0,0,0,0,0,NA,NA,59879.8279813417
"2355",0,0,0,0,0,0,0,NA,NA,168403.355780609
"2770",0,0,0,0,0,0,0,1,0,12813.3408439638
"1191",0,0,0,0,0,0,0,NA,NA,37085.3750405409
"2337",10,0,0,0,0,0,1,1,0,47523.8682094256
"848",0,0,0,0,0,3,1,NA,0,18262.3232621192
"749",0,0,0,0,0,0,0,NA,NA,72142.9975785468
"885",0,0,0,0,0,0,0,NA,NA,95652.9599840585
"892",0,0,0,0,28,0,1,NA,0,9476.94932929168
"839",0,0,0,0,0,0,0,NA,NA,9921.61452430036
"2545",0,0,0,0,0,0,0,NA,NA,50912.8043905863
"2688",0,0,40,0,0,0,1,0,0,10655.2523063782
"162",5,0,0,0,0,0,1,0,0,13117.1274967498
"44",0,0,0,0,0,0,0,NA,NA,87506.6808267249
"363",0,0,0,0,0,40,1,NA,0,11131.553704147
"2772",30,0,0,0,0,0,1,NA,0,7231.64738395703
"494",4,0,0,0,0,0,1,NA,0,49752.3625987722
"2503",0,0,0,0,0,0,0,NA,NA,26937.136126068
"1973",0,0,10,0,0,0,0,NA,0,15583.8260428996
"2557",0,0,0,0,30,0,1,1,0,13408.4263126644
"1635",0,0,0,0,0,0,0,NA,NA,243958.512496846
"2463",0,30,0,0,0,0,0,NA,0,14998.2163704573
"991",0,35,0,0,0,0,1,NA,0,16945.7348965624
"2664",0,0,0,0,0,23,1,NA,0,12325.9167894237
"1181",NA,0,NA,NA,NA,0,1,0,0,65468.8539691916
"1326",0,0,0,0,15,0,1,0,0,8581.73318199383
"310",0,0,0,0,0,0,0,NA,NA,48150.2713797001
"2363",0,0,0,0,0,0,0,NA,NA,36637.0630557044
"2520",0,0,0,0,0,0,0,NA,NA,20062.4185635436
"452",0,0,0,0,0,0,0,NA,NA,12823.1985468192
"1343",0,0,0,0,0,0,0,NA,NA,12531.832573457
"1678",0,0,0,0,0,0,0,NA,NA,63516.867538643
"1485",0,68,0,0,0,0,1,NA,0,23395.6402300034
"1080",0,0,0,0,0,0,0,NA,NA,11011.1146190203
"1212",30,0,0,0,0,0,0,NA,0,32010.7368803833
"2364",0,0,0,0,NA,0,1,NA,0,10942.2552192101
"2466",0,0,0,1,0,0,0,NA,0,21217.0540377075
"1435",15,0,0,0,0,0,0,NA,0,12291.3271605139
"1381",0,0,0,0,0,0,0,NA,NA,11065.7829113286
"2257",0,0,0,0,0,0,0,NA,NA,6555.79144081484
"1104",90,0,0,0,0,0,0,NA,0,17508.6498147868
"1828",0,0,0,0,0,0,0,NA,NA,103208.129030347
"1238",10,0,0,0,0,0,0,NA,0,18361.4304316622
"2834",7,0,0,0,0,0,1,NA,0,12565.0693238936
"2400",4,0,0,0,0,0,0,NA,0,14124.5225105657
"1646",0,0,0,0,0,0,0,NA,NA,85743.4932805217
"2245",0,0,0,0,0,0,0,NA,NA,48276.0635223407
"2383",0,0,0,0,0,0,0,NA,NA,114352.166766429
"1537",0,0,0,0,0,0,0,NA,NA,30241.0889106976
"2242",4,0,0,0,0,0,0,NA,0,8254.73516797646
"2174",0,0,0,0,0,0,0,NA,NA,189742.951406701
"1261",0,0,0,0,0,0,0,NA,NA,9602.01976622806
"915",0,0,0,0,0,0,0,NA,NA,106147.690392009
"1439",0,0,0,0,0,0,0,NA,NA,48302.0969275131
"2548",23,0,0,0,0,0,0,NA,0,3567.357359645
"2348",0,0,0,0,0,0,0,NA,NA,251053.248035079
"80",0,0,0,0,0,0,0,NA,NA,334493.393870968
"180",10,0,0,0,0,0,1,NA,0,12953.0641668609
"2684",5,0,0,0,0,0,1,0,0,8948.48438376505
"7",0,0,0,0,0,0,0,NA,NA,115586.354931649
"2794",0,0,0,0,0,0,0,NA,NA,43563.2067883604
"564",0,0,0,0,0,0,0,NA,NA,44228.9573488463
"154",0,0,0,4,0,0,1,NA,0,18418.4670547066
"1767",0,0,0,0,0,0,0,NA,NA,174455.699979426
"1718",0,0,0,0,0,0,0,NA,NA,16156.7975769816
"1523",0,0,0,0,0,10,0,NA,0,15029.5915418904
"1216",0,0,0,0,0,0,0,NA,NA,268595.292372502
"2334",158,0,0,0,0,0,0,NA,0,25358.0974522046
"1745",20,0,0,0,0,0,0,NA,0,6121.11710777881
"841",75,0,0,0,0,0,0,NA,0,41289.0631740957
"1990",0,0,0,0,0,0,0,NA,NA,95340.1045556776
"1516",0,0,0,0,0,0,0,NA,NA,199640.593633071
"851",20,0,0,0,0,0,0,NA,0,7577.92032115708
"240",0,0,0,0,0,0,0,NA,NA,32251.259393174
"551",0,0,0,0,0,6,1,NA,0,7444.94810916275
"2357",0,0,0,0,0,0,0,0,NA,17063.5105706703
"1564",0,0,0,0,0,0,0,NA,NA,65078.8292559721
"89",23,0,0,0,0,0,1,NA,0,7964.33097237048
"520",0,0,0,0,0,0,0,NA,NA,32667.1428184008
"948",0,0,0,0,0,0,0,NA,NA,16592.6422878866
"295",23,0,0,0,0,0,1,NA,0,9787.0862982418
"1409",0,0,0,0,0,0,0,0,NA,9185.43744348719
"1895",0,0,0,0,0,0,1,1,0,12921.1626056794
"2087",68,0,0,0,0,0,0,NA,0,13621.7557747981
"724",0,0,0,0,0,0,0,NA,NA,11603.3982555893
"2824",0,0,0,0,0,0,0,0,NA,23639.2839605969
"2414",0,0,0,50,0,0,1,0,0,15637.1847046796
"1604",0,0,0,0,0,0,0,NA,NA,102280.334704666
"1907",0,0,0,0,0,0,0,NA,NA,42440.4122751045
"2263",0,0,0,0,0,0,0,NA,NA,259368.623775309
"226",0,0,0,0,0,0,0,NA,NA,198810.23282447
"2388",20,0,0,0,0,0,0,NA,0,15982.8878635735
"2336",0,0,0,0,0,0,0,0,NA,15651.3477451603
"2719",0,0,0,0,0,0,0,0,NA,8425.74568633332
"1563",45,0,0,0,0,0,0,NA,0,17348.7239417459
"2495",0,0,10,0,0,0,0,NA,0,12679.7251362158
"2017",0,0,0,0,0,0,0,NA,NA,14008.8570782595
"1273",0,0,0,0,0,0,0,NA,NA,22182.6895589682
"2416",0,0,0,0,0,0,0,NA,NA,18316.082008766
"1113",0,0,0,5,0,0,0,NA,0,27324.025244976
"742",NA,NA,NA,NA,NA,NA,0,NA,0,11659.3660171788
"2801",0,0,0,0,23,0,1,NA,1,15029.5915418904
"1550",4,0,0,0,0,0,0,NA,0,7818.68325089123
"502",10,0,0,0,0,0,0,NA,0,59558.8184413634
"317",0,0,0,4,0,0,0,NA,0,10057.062312194
"261",0,0,0,0,0,0,0,0,NA,10368.7746352238
"1206",10,0,0,0,0,0,1,1,0,12953.0641668609
"362",50,0,0,0,0,0,0,NA,0,16955.1359907714
"1172",0,0,0,0,0,0,0,NA,NA,258572.926371933
"1001",0,0,0,0,0,0,0,NA,NA,51826.5895167001
"1746",0,0,0,0,0,0,0,NA,0,17795.0017838613
"2406",90,0,0,0,0,0,1,NA,0,9525.32127190303
"1594",0,0,0,0,0,0,1,1,NA,13621.4196212374
"2457",0,0,30,0,0,0,1,NA,0,44088.1748567612
"522",5,0,0,0,0,0,0,NA,0,9887.87850039316
"1025",0,0,0,0,0,0,0,NA,NA,108870.482776053
"693",65,0,0,0,0,0,0,0,0,21113.5033583199
"2079",3,0,0,0,0,0,0,NA,0,20470.9625706633
"1465",0,0,0,0,0,0,0,NA,NA,137781.518917489
"2222",30,0,0,0,0,0,0,NA,0,9581.24351743373
"772",0,0,0,0,0,0,0,NA,NA,57062.2497685568
"1453",90,0,0,0,0,0,1,0,0,19562.2978735879
"1779",113,0,0,0,0,0,0,NA,0,72499.0976126488
"2112",20,0,0,0,0,0,1,NA,0,12953.0641668609
"704",0,0,0,0,0,0,1,1,NA,9921.61452430036
"2776",0,0,0,0,0,0,0,NA,NA,35288.4807705852
"313",5,0,0,0,0,0,0,NA,0,8755.16480602478
"2683",0,0,0,0,0,0,0,NA,NA,12710.5291824831
"610",0,0,0,0,0,0,0,NA,NA,23402.1105567666
"1845",0,0,0,0,0,0,0,NA,NA,31476.4159733957
"1424",0,0,0,5,0,0,1,NA,0,7115.75696122007
"603",0,0,0,0,0,0,0,NA,NA,52932.3753134823
"2206",0,0,0,0,0,0,0,NA,NA,83457.8409996328
"1911",5,0,0,0,0,0,1,NA,0,11770.6647404374
"2792",0,0,0,0,0,0,1,1,NA,24121.8178132431
"353",0,0,0,0,0,0,0,NA,NA,13906.5741158565
"634",0,0,0,0,0,0,0,NA,NA,64430.4619242653
"689",0,0,0,0,0,0,0,NA,NA,12807.1936466059
"2358",0,0,0,0,0,0,0,NA,NA,169332.809014459
"172",15,0,0,0,0,0,1,NA,0,20229.5078830187
"31",35,0,0,0,0,0,1,NA,0,6183.48084832225
"1981",90,0,0,0,0,0,1,NA,0,6483.17467002127
"2473",135,0,0,0,0,0,0,NA,0,26173.8058328871
"787",0,0,0,0,0,0,0,NA,NA,72623.6507000701
"129",0,0,0,0,0,0,0,NA,NA,102039.81066578
"2732",68,0,0,0,0,0,1,0,1,18217.7167040408
"477",0,0,0,0,0,0,0,NA,NA,19886.2996894071
"1507",0,0,0,0,0,0,0,NA,NA,11060.0915504489
"2326",0,0,0,0,0,0,0,NA,NA,14883.9487135194
"2248",0,0,0,0,0,0,0,NA,NA,67856.0889726004
"316",0,0,0,0,0,0,0,NA,NA,10354.3292825512
"159",0,0,0,0,0,0,0,NA,NA,162164.101726342
"1219",20,0,0,0,0,0,0,NA,0,8308.33571834665
"601",40,0,0,0,0,0,1,0,NA,9960.17127132253
"1067",0,0,0,0,0,0,0,NA,NA,275572.640155297
"2241",23,0,0,0,0,0,1,NA,0,13146.1921952985
"330",0,0,0,0,0,0,0,NA,NA,10873.7040810181
"661",0,0,0,0,0,0,0,NA,NA,334493.393870968
"554",20,0,0,0,0,0,1,0,0,18471.2589063394
"1227",90,0,0,0,0,0,1,1,0,14293.9366564048
"721",30,0,0,0,0,0,0,NA,0,15406.8274919661
"1669",50,0,0,0,0,0,1,NA,0,79232.9184367562
"2651",10,0,0,0,0,0,1,NA,0,6209.54827667585
"2033",0,0,0,0,0,0,0,NA,NA,17348.7239417459
"614",0,55,0,0,0,0,1,NA,0,26985.4432414831
"262",0,0,0,0,0,3,1,NA,0,8308.33571834665
"1145",0,0,0,0,0,0,0,NA,NA,297573.859075268
"219",0,0,0,0,0,0,0,NA,NA,274154.73427567
"961",15,0,0,0,0,0,1,NA,0,13588.0767925303
"2056",30,0,0,0,0,0,0,NA,0,11167.3737709768
"621",0,0,0,0,0,0,0,1,0,46853.4776678199
"490",0,0,0,0,0,0,0,NA,NA,5364.51017332832
"2285",5,0,0,0,0,0,0,NA,0,8713.97226770806
"836",0,0,0,0,0,0,0,NA,NA,66031.0782913953
"727",20,0,0,0,0,0,0,NA,0,9921.61452430036
"1570",0,0,0,0,0,0,0,NA,NA,42122.251733565
"2767",1,0,0,0,0,0,0,NA,0,44656.3231606605
"1339",0,0,0,0,0,0,0,NA,NA,9202.08479875263
"1362",261,0,0,0,0,0,1,NA,1,12465.0620994158
"268",4,0,0,0,0,0,1,0,0,10407.6805491879
"2597",0,0,0,0,13,0,0,NA,0,14939.3790204942
"1873",0,0,0,0,0,0,0,NA,NA,8246.31967783226
"1674",0,0,0,0,0,0,0,NA,NA,35822.584549527
"1360",0,0,0,0,0,0,0,NA,0,44256.9831060936
"644",45,0,0,0,0,0,0,NA,NA,7765.6151980048
"2808",0,0,4,0,0,0,0,NA,0,31572.0213915957
"624",0,0,0,0,0,0,1,1,NA,14325.1247972051
"2023",0,0,0,0,0,0,0,0,NA,25888.8390009089
"1449",0,0,0,0,0,0,0,NA,NA,15750.7675130153
"873",0,70,0,0,0,0,1,NA,0,93057.5529067139
"2484",0,0,0,0,261,0,1,NA,0,18361.4304316622
"1933",0,70,0,0,0,0,1,NA,0,18257.306917066
"1883",23,0,0,0,0,0,1,NA,0,11347.4621594706
"1500",0,0,0,0,0,0,0,NA,NA,67820.6885021545
"1793",0,0,0,0,0,0,0,0,NA,36736.6076571334
"1518",15,0,0,0,0,0,1,NA,0,15035.3733397995
"1593",47,0,0,0,0,0,0,1,0,8167.49699354777
"1958",0,0,0,0,0,0,0,NA,NA,25870.2908912783
"1053",0,0,0,0,0,0,0,NA,NA,8351.00069199153
"30",0,0,0,0,0,0,0,NA,NA,64430.4619242653
"2423",68,0,0,0,0,0,1,NA,1,11438.5519005335
"113",0,10,0,0,0,0,0,NA,0,15771.1835905154
"256",0,0,0,0,0,0,0,NA,NA,9451.55040799146
"589",0,0,0,0,0,0,0,NA,NA,247635.99441027
"2620",1,0,0,0,0,0,0,NA,0,11567.180526184
"1361",0,30,0,0,0,0,0,NA,NA,96706.1863506694
"673",0,0,0,0,30,0,0,NA,0,6015.24251552078
"1037",40,0,0,0,0,0,0,NA,0,21681.8309754245
"510",0,0,0,0,0,0,0,NA,NA,334493.393870968
"77",0,0,0,0,0,0,0,NA,NA,334493.393870968
"424",0,0,0,0,0,135,1,NA,0,21740.3334556616
"1694",0,0,0,0,0,0,0,NA,NA,33476.319518214
"715",68,0,0,0,0,0,0,NA,0,17557.4932991448
"1580",0,0,0,0,0,0,0,NA,NA,105985.438919694
"2221",0,0,0,0,0,0,0,NA,NA,184595.766435438
"2633",0,0,0,0,0,0,0,NA,NA,221072.479316027
"1147",15,0,0,0,0,0,1,NA,0,92671.8156470905
"946",0,0,0,0,0,0,0,NA,NA,19401.1802763075
"208",0,0,0,10,0,0,0,NA,0,33691.5901003798
"1971",0,0,0,0,0,0,1,1,NA,11814.2923180837
"2666",0,0,0,0,261,0,0,NA,0,12164.1188670721
"819",0,0,0,0,0,0,0,NA,0,7539.71271143255
"284",10,0,0,0,0,0,0,NA,0,27219.4276571921
"2165",45,0,0,0,0,0,0,NA,0,9149.97890635684
"2594",0,0,0,0,0,0,0,NA,NA,26021.3708153154
"314",135,0,0,0,0,0,0,NA,1,19614.4746881041
"720",0,0,0,0,0,0,0,NA,NA,85209.6179151453
"58",113,0,0,0,0,0,0,NA,0,13818.5657626225
"1838",0,0,0,0,15,0,0,NA,0,13197.5186652323
"1483",0,0,0,0,0,0,0,NA,NA,23929.2392200407
"562",0,0,0,0,0,0,0,NA,NA,46351.8057931459
"1625",2,0,0,0,0,0,0,NA,0,6585.4822975349
"1526",20,0,0,0,0,0,0,NA,0,13423.943140856
"2247",135,0,0,0,0,0,0,NA,0,14449.7310202508
"2524",35,0,0,0,0,0,0,NA,0,9422.36058905832
"1627",68,0,0,0,0,0,1,NA,0,26681.7427306802
"2105",0,0,0,0,0,0,0,NA,NA,305702.319618575
"1413",0,0,0,0,0,0,0,NA,NA,44228.9573488463
"2080",0,0,0,0,0,0,0,NA,NA,6305.29994407327
"1253",0,0,0,0,0,0,0,NA,NA,116607.156336028
"2026",0,0,0,0,0,0,0,0,NA,10950.9919518056
"1812",0,90,0,0,0,0,0,NA,0,46194.9842473854
"2522",0,0,0,0,0,0,0,0,NA,47479.401076009
"2629",0,0,0,0,0,0,0,NA,NA,247873.759405188
"1813",0,0,0,0,0,0,0,NA,NA,78350.3036447075
"1628",0,5,0,0,0,0,0,NA,0,103291.58835513
"1750",0,0,0,0,0,0,0,NA,NA,18934.1316106005
"96",0,0,0,0,0,0,0,NA,NA,68434.6751404784
"2229",0,0,0,0,0,0,0,0,NA,17034.8681991068
"886",23,0,0,0,0,0,0,NA,0,15530.6497948368
"1141",0,0,0,0,0,14,1,NA,NA,8624.37778345928
"1149",5,0,0,0,0,0,0,NA,1,13210.6017509786
"1622",0,0,0,0,25,0,1,NA,0,9427.02055879817
"2324",30,0,0,0,0,0,0,NA,0,7211.238975409
"1858",0,0,0,0,0,15,0,NA,0,14969.7165016257
"56",0,0,0,0,0,0,0,NA,NA,17341.7250651749
"2729",0,0,0,0,0,0,0,NA,NA,17951.8669450152
"1969",0,0,0,0,0,0,0,0,NA,12053.8050975496
"758",0,0,0,0,0,23,1,NA,0,10368.7746352238
"462",0,0,0,0,0,0,0,NA,NA,7818.68325089123
"1120",0,0,0,0,0,0,1,NA,0,40208.8712392397
"1406",30,0,0,0,0,0,0,NA,1,12468.2935039155
"769",0,0,0,0,0,0,1,1,NA,10076.0300728985
"1726",0,0,0,0,0,0,0,NA,NA,55828.5463304562
"625",225,0,0,0,0,0,0,NA,NA,9921.61452430036
"101",0,0,0,0,0,0,0,NA,NA,88287.3997896619
"2000",0,55,0,0,0,0,1,NA,0,24451.9390659508
"2799",4,0,0,0,0,0,0,NA,0,13636.5376819382
"1414",0,0,0,0,0,0,0,0,NA,11094.9643684118
"2741",70,0,0,0,0,0,0,NA,0,13139.4874327953
"2498",5,0,0,0,0,0,0,NA,0,8876.38250833947
"2638",0,0,0,0,0,0,0,NA,NA,134248.324958892
"1994",0,0,0,0,0,0,0,NA,NA,57078.4255854648
"1328",0,0,0,0,0,0,0,NA,NA,135097.769006218
"1133",0,0,0,0,0,0,0,NA,NA,116757.22089586
"336",0,0,0,0,0,5,1,0,0,29725.523542811
"121",3,0,0,0,0,0,0,NA,0,9576.49875623477
"34",0,0,0,0,0,0,0,0,NA,69798.0862485522
"560",0,0,0,0,0,0,0,NA,NA,334493.393870968
"469",0,0,0,0,45,0,1,1,0,9870.56492848086
"1886",0,0,0,0,0,0,0,NA,NA,11347.4621594706
"2250",90,0,0,0,0,0,1,NA,1,13589.7704470299
"343",0,0,0,0,5,0,0,NA,0,9173.19700543862
"1709",0,0,0,21,0,0,0,NA,NA,10655.2523063782
"183",0,0,10,0,0,0,0,NA,0,11448.2115095394
"648",0,90,0,0,0,0,0,NA,0,6725.87881654556
"2044",113,0,0,0,0,0,1,NA,NA,4519.81678944141
"136",0,0,0,0,0,6,1,NA,1,7594.2121080529
"311",0,0,0,0,0,0,1,NA,0,23043.8188096995
"189",0,0,0,0,0,0,0,NA,NA,24112.4312759462
"1860",0,0,0,0,0,0,0,NA,NA,65078.8292559721
"163",0,0,60,0,0,0,1,NA,NA,13014.2892301318
"1693",0,0,0,0,0,68,1,NA,0,40208.8712392397
"2016",0,0,0,0,0,0,0,NA,NA,20384.0676713142
"1656",0,0,0,0,0,0,0,NA,NA,7476.56301642918
"2404",0,0,0,0,0,0,1,NA,0,7818.68325089123
"971",0,0,0,0,0,0,0,NA,NA,84337.1828156081
"1049",0,0,0,0,0,0,0,NA,NA,65673.8507280771
"1222",0,0,0,0,0,0,0,NA,NA,273797.638573753
"2437",30,0,0,0,0,0,0,NA,0,17499.5465822362
"1418",0,0,0,0,0,0,0,NA,NA,10416.1998012423
"1590",0,0,0,0,0,0,0,NA,0,13319.7360519439
"1743",0,0,0,0,0,0,0,0,NA,41597.99898595
"2397",0,0,0,0,0,0,0,NA,NA,16146.4834265699
"1340",30,0,0,0,0,0,1,NA,0,18060.4859371344
"1165",0,0,0,0,0,0,0,NA,NA,140718.997413338
"2306",0,0,0,0,0,0,0,NA,NA,63516.867538643
"498",0,0,0,0,0,0,0,NA,NA,122602.119222788
"1301",0,0,0,0,0,203,0,NA,0,7594.2121080529
"973",0,0,0,0,0,0,0,NA,NA,23308.9897268427
"1785",NA,0,0,0,0,0,0,NA,0,25635.5238448616
"2123",80,0,0,0,0,0,0,NA,NA,9947.01782516059
"1279",0,0,0,0,0,0,0,0,NA,12405.3534189853
"2197",0,0,0,0,0,0,0,NA,NA,29213.0946794195
"651",0,0,0,0,0,0,0,NA,NA,102280.334704666
"2254",0,0,0,0,0,0,0,NA,NA,134553.531258571
"2341",10,0,0,0,0,0,1,NA,0,13906.5741158565
"685",0,0,0,0,0,0,0,NA,NA,59593.690197208
"815",0,0,0,0,0,0,0,NA,NA,82667.8315175735
"968",0,0,0,0,0,0,0,NA,NA,32251.259393174
"2202",3,0,0,0,0,0,0,NA,0,13552.6523005628
"1824",0,NA,0,0,0,0,1,NA,0,23774.244733788
"1373",0,60,0,0,0,0,1,NA,0,36619.9155486253
"2723",0,0,0,0,0,0,0,NA,NA,161513.202663118
"1492",0,0,0,0,0,0,0,NA,NA,149067.145331846
"1157",0,0,0,0,0,0,0,NA,NA,116427.685741165
"2011",0,0,0,0,0,0,0,NA,NA,139495.277821195
"1738",6,0,0,0,0,0,0,NA,0,33252.7938268274
"1798",0,0,0,0,0,0,0,0,NA,8743.56398363744
